source,record_id_or_url,title,year,doi,cited_by_count,type,search_topic
crossref,https://doi.org/10.1201/9781439821091-10,Approximate policy iteration for online learning and continuous-action control,2017,10.1201/9781439821091-10,0,book-chapter,reinforcement learning economic policy
crossref,https://doi.org/10.2139/ssrn.4559729,Off-Policy Safe Reinforcement Learning for Nonlinear Discrete-Time Systems,2023,10.2139/ssrn.4559729,0,posted-content,reinforcement learning economic policy
crossref,https://doi.org/10.1007/978-3-031-28394-9_7,Off-Policy Game Reinforcement Learning,2023,10.1007/978-3-031-28394-9_7,0,book-chapter,reinforcement learning economic policy
crossref,https://doi.org/10.1109/lra.2026.3703237/mm1,One to Rule Them All: Reinforcement Learning Policy Selection with Closed-Loop Sensitivity_supp1-3703237.mp4,,10.1109/lra.2026.3703237/mm1,0,component,reinforcement learning economic policy
crossref,https://doi.org/10.1007/978-981-19-4933-3_7,PG: Policy Gradient,2024,10.1007/978-981-19-4933-3_7,0,book-chapter,reinforcement learning economic policy
crossref,https://doi.org/10.1109/tpami.2026.3713184/mm1,BRFedTD: A Novel Framework for Federated Reinforcement Learning With Byzantine-Resilient Policy Evaluation_supp1-3713184.pdf,,10.1109/tpami.2026.3713184/mm1,0,component,reinforcement learning economic policy
crossref,https://doi.org/10.21203/rs.3.rs-7760301/v1,Mutual Information Tracks Policy Coherence in Reinforcement Learning,2025,10.21203/rs.3.rs-7760301/v1,0,posted-content,reinforcement learning economic policy
crossref,https://doi.org/10.70314/is.2025.skui.9459,Explaining Deep Reinforcement Learning Policy inDistribution Network Control,2025,10.70314/is.2025.skui.9459,0,proceedings-article,reinforcement learning economic policy
crossref,https://doi.org/10.54985/peeref.2504p1094338,Policy Gradient Strategies for Lunar Lander Navigation: A Deep Reinforcement Learning Approach (REINFORCE).,2025,10.54985/peeref.2504p1094338,0,database,reinforcement learning economic policy
crossref,https://doi.org/10.1109/lra.2026.3655305/mm1,A Visual Reinforcement Learning-Based Separate Primitive Policy for Peg-in-Hole Tasks_supp1-3655305.mp4,,10.1109/lra.2026.3655305/mm1,0,component,reinforcement learning economic policy
crossref,https://doi.org/10.1561/9781638283713,Stochastic Optimization Methods for Policy Evaluation in Reinforcement Learning,2024,10.1561/9781638283713,0,monograph,reinforcement learning economic policy
crossref,https://doi.org/10.2139/ssrn.7225572,MC-GRPO: Median-Centered Group Relative Policy Optimization for Small-Rollout Reinforcement Learning,2026,10.2139/ssrn.7225572,0,posted-content,reinforcement learning economic policy
crossref,https://doi.org/10.1109/tetci.2025.3603096/mm1,R: A Hybrid Policy Framework for Reinforcement Learning-Based Multi-Agent Path Finding_supp1-3603096.pdf,,10.1109/tetci.2025.3603096/mm1,0,component,reinforcement learning economic policy
crossref,https://doi.org/10.21203/rs.3.rs-4351146/v1,Off-Policy Asymptotic and Adaptive Maximum Entropy Deep Reinforcement Learning,2024,10.21203/rs.3.rs-4351146/v1,0,posted-content,reinforcement learning economic policy
crossref,https://doi.org/10.1016/j.geb.2024.01.004,Reinforcement learning in a prisoner's dilemma,2024,10.1016/j.geb.2024.01.004,23,journal-article,reinforcement learning economic policy
crossref,https://doi.org/10.1515/9783111633909-010,241Chapter 10 Algorithmic Innovations and Advanced Policy Optimization Techniques in Reinforcement Learning,2026,10.1515/9783111633909-010,0,book-chapter,reinforcement learning economic policy
crossref,https://doi.org/10.1007/s10994-023-06368-z,Cautious policy programming: exploiting KL regularization for monotonic policy improvement in reinforcement learning,2023,10.1007/s10994-023-06368-z,1,journal-article,reinforcement learning economic policy
crossref,https://doi.org/10.31224/6741,EmoLo: Emotion-Inspired Expressive Locomotion via Single-Policy Reinforcement Learning on Low-Cost Bipedal Robots,2026,10.31224/6741,0,posted-content,reinforcement learning economic policy
crossref,https://doi.org/10.2139/ssrn.4169592,Model Free Reinforcement Learning to Determine Pricing Policy for Car Parking Lots,2022,10.2139/ssrn.4169592,0,posted-content,reinforcement learning economic policy
crossref,https://doi.org/10.1109/lra.2024.3490392/mm1,Constrained Dirichlet Distribution Policy: Guarantee Zero Constraint Violation Reinforcement Learning for Continuous Robotic Control_supp1-3490392.mp4,,10.1109/lra.2024.3490392/mm1,0,component,reinforcement learning economic policy
crossref,https://doi.org/10.1007/978-981-19-4933-3_9,DPG: Deterministic Policy Gradient,2024,10.1007/978-981-19-4933-3_9,0,book-chapter,reinforcement learning economic policy
crossref,https://doi.org/10.2139/ssrn.4025682,Optimal Monetary Policy Using Reinforcement Learning,2021,10.2139/ssrn.4025682,10,journal-article,reinforcement learning economic policy
crossref,https://doi.org/10.70675/b6c9fde3zb93cz4ecezb8dfz5c715ecd2317,"Advances in risk-aware offline reinforcement learning : a study of data augmentation, policy selection, and explainability",,10.70675/b6c9fde3zb93cz4ecezb8dfz5c715ecd2317,0,dissertation,reinforcement learning economic policy
crossref,https://doi.org/10.1109/tii.2025.3637678/mm1,Multiagent Distributional Reinforcement Learning With Dynamic Hyper Policy Network for Residential Microgrid Load Scheduling_supp1-3637678.pdf,,10.1109/tii.2025.3637678/mm1,0,component,reinforcement learning economic policy
crossref,https://doi.org/10.2139/ssrn.6381641,Toward Intelligent Multiproduct Pipeline Scheduling: Deep Reinforcement Learning via Self-Attention Proximal Policy Optimization,2026,10.2139/ssrn.6381641,0,posted-content,reinforcement learning economic policy
crossref,https://doi.org/10.2139/ssrn.5527234,Online Matching via Reinforcement Learning: An Expert Policy Orchestration Strategy,2025,10.2139/ssrn.5527234,0,posted-content,reinforcement learning economic policy
crossref,https://doi.org/10.2139/ssrn.6766218,QuantFPFlow: Quantum Amplitude Estimation for Fokker-Planck Policy Optimisation in Continuous Reinforcement Learning,2026,10.2139/ssrn.6766218,0,posted-content,reinforcement learning economic policy
crossref,https://doi.org/10.2139/ssrn.4005620,Distributed Randomized Multiagent Policy Iteration in Reinforcement Learning,2022,10.2139/ssrn.4005620,0,journal-article,reinforcement learning economic policy
crossref,https://doi.org/10.1109/tpami.2023.3285634/mm1,Differentiable Logic Policy for Interpretable Deep Reinforcement Learning: A Study from an Optimization Perspective_supp1-3285634.pdf,,10.1109/tpami.2023.3285634/mm1,0,component,reinforcement learning economic policy
crossref,https://doi.org/10.1109/tcst.2025.3634677/mm1,DiAReL: Reinforcement Learning With Disturbance Awareness for Robust Sim2Real Policy Transfer in Robot Control_supp1-3634677.mp4,,10.1109/tcst.2025.3634677/mm1,0,component,reinforcement learning economic policy
crossref,https://doi.org/10.1007/978-981-97-3944-8_4,Value Iteration and Policy Iteration,2025,10.1007/978-981-97-3944-8_4,0,book-chapter,reinforcement learning economic policy
crossref,https://doi.org/10.2139/ssrn.5716063,Policy Transfer for Continuous-Time Reinforcement Learning: A (Rough) Differential Equation Approach,2025,10.2139/ssrn.5716063,0,posted-content,reinforcement learning economic policy
crossref,https://doi.org/10.1007/978-981-99-3740-0_10,Equivalence between Visitation Frequency and Policy,2023,10.1007/978-981-99-3740-0_10,0,book-chapter,reinforcement learning economic policy
crossref,https://doi.org/10.2139/ssrn.4605933,Adaptive Ddos Response Policy by Reinforcement Learning with an Anomality Reward Function,2023,10.2139/ssrn.4605933,0,posted-content,reinforcement learning economic policy
crossref,https://doi.org/10.1109/tvt.2025.3629873/mm1,A Novel Option Policy driven Hierarchical Deep Reinforcement Learning for Autonomous Vehicle Overtaking Maneuver_supp1-3629873.pdf,,10.1109/tvt.2025.3629873/mm1,0,component,reinforcement learning economic policy
crossref,https://doi.org/10.1016/j.jet.2004.03.008,On the convergence of reinforcement learning,2005,10.1016/j.jet.2004.03.008,163,journal-article,reinforcement learning economic policy
crossref,https://doi.org/10.1561/9781638280279,Risk-Sensitive Reinforcement Learning via Policy Gradient Search,2022,10.1561/9781638280279,1,monograph,reinforcement learning economic policy
crossref,https://doi.org/10.35833/mpce.2024.000972,Policy-assisted Graph Reinforcement Learning for Real-time Economic Dispatch,2024,10.35833/mpce.2024.000972,0,journal-article,reinforcement learning economic policy
crossref,https://doi.org/10.1201/9781003423089-21,"Value-, Policy-, and Model-Based Reinforcement Learning Algorithms",2026,10.1201/9781003423089-21,0,book-chapter,reinforcement learning economic policy
crossref,https://doi.org/10.7551/mitpress/7432.003.0020,Reinforcement Learning in Relational Domains: A Policy-Language Approach,2007,10.7551/mitpress/7432.003.0020,0,book-chapter,reinforcement learning economic policy
crossref,https://doi.org/10.1257/pol.20210618,A Machine Learning Approach to Analyze and Support Anticorruption Policy,2025,10.1257/pol.20210618,3,journal-article,reinforcement learning economic policy
crossref,https://doi.org/10.2139/ssrn.3391216,Similarities Between Policy Gradient Methods (PGM) in Reinforcement Learning (RL) and Supervised Learning (SL),2019,10.2139/ssrn.3391216,3,journal-article,reinforcement learning economic policy
crossref,https://doi.org/10.1101/2024.05.08.593165,Reinforcement learning when your life depends on it: a neuro-economic theory of learning,2024,10.1101/2024.05.08.593165,0,posted-content,reinforcement learning economic policy
crossref,https://doi.org/10.32470/ccn.2023.1083-0,Confidence optimally modulates decision policy in reinforcement learning,2023,10.32470/ccn.2023.1083-0,0,proceedings-article,reinforcement learning economic policy
crossref,https://doi.org/10.1016/j.geb.2013.02.006,Reinforcement learning in population games,2013,10.1016/j.geb.2013.02.006,22,journal-article,reinforcement learning economic policy
crossref,https://doi.org/10.1201/9781003229193-14,Policy Gradient Algorithms,2022,10.1201/9781003229193-14,0,book-chapter,reinforcement learning economic policy
crossref,https://doi.org/10.1201/9781003634409-10,Policy Gradient Methods,2026,10.1201/9781003634409-10,0,book-chapter,reinforcement learning economic policy
crossref,https://doi.org/10.2139/ssrn.5909242,&lt;p&gt;Reinforcement Learning-Based BGP Policy Optimization for Autonomous Systems&lt;/p&gt;,2026,10.2139/ssrn.5909242,0,posted-content,reinforcement learning economic policy
crossref,https://doi.org/10.1109/tsmc.2026.3703454/mm1,Toward Efficient Offline-to-Online Reinforcement Learning: Diversified Policy Ensemble With Exclusive Online Data Utilization_supp1-3703454.pdf,,10.1109/tsmc.2026.3703454/mm1,0,component,reinforcement learning economic policy
crossref,https://doi.org/10.1109/lra.2025.3579647/mm4,Reinforcement Learning for Multi-Agent Path Finding in Large-Scale Warehouses via Distributed Policy Evolution_supp4-3579647.mp4,,10.1109/lra.2025.3579647/mm4,0,component,reinforcement learning economic policy
crossref,https://doi.org/10.1109/lra.2025.3579647/mm6,Reinforcement Learning for Multi-Agent Path Finding in Large-Scale Warehouses via Distributed Policy Evolution_supp6-3579647.mp4,,10.1109/lra.2025.3579647/mm6,0,component,reinforcement learning economic policy
crossref,https://doi.org/10.1109/lra.2025.3579647/mm5,Reinforcement Learning for Multi-Agent Path Finding in Large-Scale Warehouses via Distributed Policy Evolution_supp7-3579647.mp4,,10.1109/lra.2025.3579647/mm5,0,component,reinforcement learning economic policy
crossref,https://doi.org/10.1007/978-3-030-41188-6_2,Reviewing On-Policy/Off-Policy Critic Learning in the Context of Temporal Differences and Residual Learning,2021,10.1007/978-3-030-41188-6_2,1,book-chapter,reinforcement learning economic policy
crossref,https://doi.org/10.26226/morressier.5f5f8e69aa777f8ba5bd6177,A deep reinforcement learning model based on deterministic policy gradient for collective neural crest cell migration,2020,10.26226/morressier.5f5f8e69aa777f8ba5bd6177,0,posted-content,reinforcement learning economic policy
crossref,https://doi.org/10.2139/ssrn.5629170,Classical and Quantum Proximity Policy Optimization: Latent Manifold Regularization for Classical and Quantum Reinforcement Learning,2025,10.2139/ssrn.5629170,0,posted-content,reinforcement learning economic policy
crossref,https://doi.org/10.1109/lra.2025.3579647/mm8,Reinforcement Learning for Multi-Agent Path Finding in Large-Scale Warehouses via Distributed Policy Evolution_supp1-3579647.mp4,,10.1109/lra.2025.3579647/mm8,0,component,reinforcement learning economic policy
crossref,https://doi.org/10.2139/ssrn.5080865,The Mathematics of Group Relative Policy Optimization : A Multi-Agent Reinforcement Learning Approach,2025,10.2139/ssrn.5080865,0,posted-content,reinforcement learning economic policy
crossref,https://doi.org/10.1109/lra.2025.3579647/mm1,Reinforcement Learning for Multi-Agent Path Finding in Large-Scale Warehouses via Distributed Policy Evolution_supp5-3579647.mp4,,10.1109/lra.2025.3579647/mm1,0,component,reinforcement learning economic policy
crossref,https://doi.org/10.3390/a16070325,Risk-Sensitive Policy with Distributional Reinforcement Learning,2023,10.3390/a16070325,13,journal-article,reinforcement learning economic policy
crossref,https://doi.org/10.1109/lra.2025.3579647/mm7,Reinforcement Learning for Multi-Agent Path Finding in Large-Scale Warehouses via Distributed Policy Evolution_supp8-3579647.mp4,,10.1109/lra.2025.3579647/mm7,0,component,reinforcement learning economic policy
crossref,https://doi.org/10.1109/tsmc.2024.3392756/mm1,Online Off-Policy Reinforcement Learning for Optimal Control of Unknown Nonlinear Systems Using Neural Networks_supp1-3392756.pdf,,10.1109/tsmc.2024.3392756/mm1,0,component,reinforcement learning economic policy
crossref,https://doi.org/10.31234/osf.io/atbjw_v2,Human reinforcement learning processes and biases: computational characterization and possible applications to behavioral public policy,2025,10.31234/osf.io/atbjw_v2,0,posted-content,reinforcement learning economic policy
crossref,https://doi.org/10.1016/j.resourpol.2023.104136,Connecting planning horizons in mining complexes with reinforcement learning and stochastic programming,2023,10.1016/j.resourpol.2023.104136,12,journal-article,reinforcement learning economic policy
crossref,https://doi.org/10.1007/978-981-19-4933-3_11,Policy-Based Gradient-Free Algorithms,2024,10.1007/978-981-19-4933-3_11,0,book-chapter,reinforcement learning economic policy
crossref,https://doi.org/10.1109/lra.2025.3579647/mm3,Reinforcement Learning for Multi-Agent Path Finding in Large-Scale Warehouses via Distributed Policy Evolution_supp3-3579647.mp4,,10.1109/lra.2025.3579647/mm3,0,component,reinforcement learning economic policy
crossref,https://doi.org/10.2139/ssrn.6614388,Truncated Rectified Flow Policy for Reinforcement Learning with One-Step Sampling,2026,10.2139/ssrn.6614388,0,posted-content,reinforcement learning economic policy
crossref,https://doi.org/10.1109/tc.2023.3325625/mm1,An Efficient Deep Reinforcement Learning-based Automatic Cache Replacement Policy in Cloud Block Storage Systems_supp1-3325625.pdf,,10.1109/tc.2023.3325625/mm1,0,component,reinforcement learning economic policy
crossref,https://doi.org/10.1007/978-3-031-75953-6_15,Policy-Based Reinforcement Learning,2025,10.1007/978-3-031-75953-6_15,0,book-chapter,reinforcement learning economic policy
crossref,https://doi.org/10.31234/osf.io/atbjw_v1,Human reinforcement learning processes and biases: computational characterization and possible applications to behavioral public policy,2025,10.31234/osf.io/atbjw_v1,0,posted-content,reinforcement learning economic policy
crossref,https://doi.org/10.1007/978-981-13-8285-7_13,Deterministic Policy Gradient and the DDPG,2019,10.1007/978-981-13-8285-7_13,9,book-chapter,reinforcement learning economic policy
crossref,https://doi.org/10.1109/lra.2025.3579647/mm2,Reinforcement Learning for Multi-Agent Path Finding in Large-Scale Warehouses via Distributed Policy Evolution_supp2-3579647.mp4,,10.1109/lra.2025.3579647/mm2,0,component,reinforcement learning economic policy
crossref,https://doi.org/10.2139/ssrn.5290956,Pessimistic Auxiliary Policy for Offline Reinforcement Learning,2025,10.2139/ssrn.5290956,0,posted-content,reinforcement learning economic policy
crossref,https://doi.org/10.1109/icmla61862.2024.00242,Action Selection in Reinforcement Learning with Upgoing Policy Update,2024,10.1109/icmla61862.2024.00242,0,proceedings-article,reinforcement learning economic policy
crossref,https://doi.org/10.18178/ijml.2025.15.1.1173,SHA-ZA: Advanced Reinforcement Learning for Othello Mastery Using Proximal Policy Optimization,2025,10.18178/ijml.2025.15.1.1173,0,journal-article,reinforcement learning economic policy
crossref,https://doi.org/10.1007/s10994-025-06928-5,Interpretable Deep Reinforcement Learning Via Concept-Based Policy Distillation,2025,10.1007/s10994-025-06928-5,3,journal-article,reinforcement learning economic policy
crossref,https://doi.org/10.1257/pol.20210062,Optimal Income Taxation with Spillovers from Employer Learning,2023,10.1257/pol.20210062,5,journal-article,reinforcement learning economic policy
crossref,https://doi.org/10.3390/electronics11071069,Nondominated Policy-Guided Learning in Multi-Objective Reinforcement Learning,2022,10.3390/electronics11071069,1,journal-article,reinforcement learning economic policy
crossref,https://doi.org/10.1007/978-1-4842-6809-4_8,Combining Policy Gradient and Q-Learning,2021,10.1007/978-1-4842-6809-4_8,0,book-chapter,reinforcement learning economic policy
crossref,https://doi.org/10.5772/5275,Superposition-Inspired Reinforcement Learning and Quantum Reinforcement Learning,2008,10.5772/5275,6,book-chapter,reinforcement learning economic policy
crossref,https://doi.org/10.3724/sp.j.1004.2011.00044,Policy Iteration Reinforcement Learning Based on Geodesic Gaussian Basis Defined on State-action Graph,2011,10.3724/sp.j.1004.2011.00044,3,journal-article,reinforcement learning economic policy
crossref,https://doi.org/10.2139/ssrn.6477659,Curriculum Learning With Counterfactual Group Relative Policy Advantage For Efficient Multi-Agent Reinforcement Learning,2026,10.2139/ssrn.6477659,1,posted-content,reinforcement learning economic policy
crossref,https://doi.org/10.1109/devlrn.2014.6982985,Inverse reinforcement learning using Dynamic Policy Programming,2014,10.1109/devlrn.2014.6982985,9,proceedings-article,reinforcement learning economic policy
crossref,https://doi.org/10.1109/icl.2012.6402200,A modification of gradient policy in reinforcement learning procedure,2012,10.1109/icl.2012.6402200,0,proceedings-article,reinforcement learning economic policy
crossref,https://doi.org/10.3724/sp.j.1087.2013.00976,Order acceptance policy in Make-to-Order manufacturing based on average-reward reinforcement learning,2013,10.3724/sp.j.1087.2013.00976,1,journal-article,reinforcement learning economic policy
crossref,https://doi.org/10.1007/978-3-540-89722-4_13,Policy Iteration for Learning an Exercise Policy for American Options,2008,10.1007/978-3-540-89722-4_13,2,book-chapter,reinforcement learning economic policy
crossref,https://doi.org/10.1111/1468-2354.00090,Naive Reinforcement Learning With Endogenous Aspirations,2000,10.1111/1468-2354.00090,96,journal-article,reinforcement learning economic policy
crossref,https://doi.org/10.1006/jeth.1997.2319,Learning Through Reinforcement and Replicator Dynamics,1997,10.1006/jeth.1997.2319,467,journal-article,reinforcement learning economic policy
crossref,https://doi.org/10.1257/pol.20180612,Heat and Learning,2020,10.1257/pol.20180612,210,journal-article,reinforcement learning economic policy
crossref,https://doi.org/10.1016/j.jet.2014.01.002,The dynamics of generalized reinforcement learning,2014,10.1016/j.jet.2014.01.002,8,journal-article,reinforcement learning economic policy
crossref,https://doi.org/10.1257/pol.20210378,Learning by Offending: How Do Criminals Learn about Criminal Law?,2024,10.1257/pol.20210378,3,journal-article,reinforcement learning economic policy
crossref,https://doi.org/10.1257/pol.20150066,Cheating and Incentives: Learning from a Policy Experiment,2018,10.1257/pol.20150066,18,journal-article,reinforcement learning economic policy
crossref,https://doi.org/10.2139/ssrn.5067499,Safety Protection for Reinforcement Learning-Based Motion Policy Improvement in Legged Robots,2024,10.2139/ssrn.5067499,0,posted-content,reinforcement learning economic policy
crossref,https://doi.org/10.1109/cdc40024.2019.9029969,Distributed off-Policy Actor-Critic Reinforcement Learning with Policy Consensus,2019,10.1109/cdc40024.2019.9029969,35,proceedings-article,reinforcement learning economic policy
crossref,https://doi.org/10.1109/lra.2026.3653285/mm1,Transferring Policy of Offline Reinforcement Learning from Hybrid Dataset to Real World via Progressive Neural Network_supp1-3653285.mp4,,10.1109/lra.2026.3653285/mm1,0,component,reinforcement learning economic policy
crossref,https://doi.org/10.5194/egusphere-egu22-13011,Sustainable Reservoir Operation and Control Using a Deep Reinforcement Learning Policy Gradient Method,2022,10.5194/egusphere-egu22-13011,0,posted-content,reinforcement learning economic policy
crossref,https://doi.org/10.2514/6.2023-0967,Optimization of a Robust Reinforcement Learning Policy,2023,10.2514/6.2023-0967,1,proceedings-article,reinforcement learning economic policy
crossref,https://doi.org/10.1109/icsssm.2012.6252294,A hybrid reinforcement learning algorithm for policy-based autonomic management,2012,10.1109/icsssm.2012.6252294,1,proceedings-article,reinforcement learning economic policy
crossref,https://doi.org/10.2139/ssrn.5357499,Kl-Regularized Stochastic Policy Gradient for Stable Continuous Control in Off-Policy Reinforcement Learning,2025,10.2139/ssrn.5357499,0,posted-content,reinforcement learning economic policy
crossref,https://doi.org/10.1007/978-3-030-70388-2_9,Reinforcement Learning with Policy Gradients,2021,10.1007/978-3-030-70388-2_9,0,book-chapter,reinforcement learning economic policy
crossref,https://doi.org/10.2139/ssrn.4645453,Deep Reinforcement Learning: Policy Gradients for US Equities Trading,2023,10.2139/ssrn.4645453,0,posted-content,reinforcement learning economic policy
crossref,https://doi.org/10.1109/cloud-summit64795.2025.00038,Task Offloading Using Policy Based Deep Reinforcement Learning,2025,10.1109/cloud-summit64795.2025.00038,0,proceedings-article,reinforcement learning economic policy
crossref,https://doi.org/10.2139/ssrn.5768582,Proximal Policy Optimization for Intraday Trading of NIFTY Index Call Options: A Deep Reinforcement Learning Study,2025,10.2139/ssrn.5768582,0,posted-content,reinforcement learning economic policy
crossref,https://doi.org/10.23919/acc45564.2020.9147584,Safe Off-policy Reinforcement Learning Using Barrier Functions,2020,10.23919/acc45564.2020.9147584,19,proceedings-article,reinforcement learning economic policy
crossref,https://doi.org/10.2139/ssrn.5074010,Treedqn: Sample-Efficient Off-Policy Reinforcement Learning for Combinatorial Optimization,2024,10.2139/ssrn.5074010,0,posted-content,reinforcement learning economic policy
crossref,https://doi.org/10.7312/columbia/9780231175180.003.0004,The Economic Implications of a Comprehensive Approach to Learning on Industrial Policy,2015,10.7312/columbia/9780231175180.003.0004,6,book-chapter,reinforcement learning economic policy
crossref,https://doi.org/10.1016/j.eap.2023.04.005,Approach to learning for assessment in economics,2023,10.1016/j.eap.2023.04.005,0,journal-article,reinforcement learning economic policy
crossref,https://doi.org/10.21203/rs.3.rs-4314484/v1,On-policy Actor-Critic Reinforcement Learning for Multi-UAV Exploration,2024,10.21203/rs.3.rs-4314484/v1,3,posted-content,reinforcement learning economic policy
crossref,https://doi.org/10.3390/en19092160,Cooperative Wind Farm Optimization Using Policy Search Reinforcement Learning,2026,10.3390/en19092160,0,journal-article,reinforcement learning economic policy
crossref,https://doi.org/10.36227/techrxiv.177004949.91897305/v1,Adaptive Policy Regularization for Smooth Control in Reinforcement Learning,2026,10.36227/techrxiv.177004949.91897305/v1,0,posted-content,reinforcement learning economic policy
crossref,https://doi.org/10.2139/ssrn.7358002,Deep Reinforcement Learning and Causal Discovery for Accounting Policy Change: An Explainable Dynamic Impact Assessment Framework,2026,10.2139/ssrn.7358002,0,posted-content,reinforcement learning economic policy
crossref,https://doi.org/10.1007/979-8-8688-0273-7_9,Combining Policy Gradient and Q-Learning,2024,10.1007/979-8-8688-0273-7_9,1,book-chapter,reinforcement learning economic policy
crossref,https://doi.org/10.2139/ssrn.6036976,Learning and Automating Agency Bridge Maintenance Decisions with Policy-Adaptive Reinforcement Learning,2026,10.2139/ssrn.6036976,0,posted-content,reinforcement learning economic policy
crossref,https://doi.org/10.2139/ssrn.6066892,Economic Optimal dispatch of multi-region PV-storage collaborative microgrid based on extended deep reinforcement learning,2026,10.2139/ssrn.6066892,0,posted-content,reinforcement learning economic policy
crossref,https://doi.org/10.1016/j.geb.2004.08.002,Attainability of boundary points under reinforcement learning,2005,10.1016/j.geb.2004.08.002,58,journal-article,reinforcement learning economic policy
crossref,https://doi.org/10.1017/9781108955652.016,Reinforcement Learning and Deep Reinforcement Learning,2021,10.1017/9781108955652.016,4,other,reinforcement learning economic policy
crossref,https://doi.org/10.2139/ssrn.4952921,Deep Reinforcement Learning-Based Trading Decision Models in Smart Economic Management: Cross-Market Forecasting and Optimization,2024,10.2139/ssrn.4952921,0,posted-content,reinforcement learning economic policy
crossref,https://doi.org/10.5220/0012928000003886,Analyzing Exact Output Regions of Reinforcement Learning Policy Neural Networks for High-Dimensional Input-Output Spaces,2024,10.5220/0012928000003886,1,proceedings-article,reinforcement learning economic policy
crossref,https://doi.org/10.52843/cassyni.ss11hp,Q-Learning: Model Free Reinforcement Learning and Temporal Difference Learning,2022,10.52843/cassyni.ss11hp,0,posted-content,reinforcement learning economic policy
crossref,https://doi.org/10.7551/mitpress/14207.003.0012,Deep Reinforcement Learning,2023,10.7551/mitpress/14207.003.0012,2,book-chapter,reinforcement learning economic policy
crossref,https://doi.org/10.1016/j.neucom.2025.130017,Counterfactual experience augmented off-policy reinforcement learning,2025,10.1016/j.neucom.2025.130017,4,journal-article,reinforcement learning economic policy
crossref,https://doi.org/10.2139/ssrn.5371307,Pebsi: Policy-Efficient Branching Variable Selection Via Reinforcement Learning,2025,10.2139/ssrn.5371307,0,posted-content,reinforcement learning economic policy
crossref,https://doi.org/10.1109/wsc57314.2022.10015456,Quantile-Based Policy Optimization for Reinforcement Learning,2022,10.1109/wsc57314.2022.10015456,6,proceedings-article,reinforcement learning economic policy
crossref,https://doi.org/10.1109/access.2023.3347803,Boosting Policy Learning in Reinforcement Learning via Adaptive Intrinsic Reward Regulation,2024,10.1109/access.2023.3347803,13,journal-article,reinforcement learning economic policy
crossref,https://doi.org/10.3390/make7030098,MCTS-Based Policy Improvement for Reinforcement Learning,2025,10.3390/make7030098,0,journal-article,reinforcement learning economic policy
crossref,https://doi.org/10.1109/adprl.2014.7010649,On-policy Q-learning for adaptive optimal control,2014,10.1109/adprl.2014.7010649,12,proceedings-article,reinforcement learning economic policy
crossref,https://doi.org/10.2514/6.2024-1697,Adversarial Proximal Policy Optimisation for Robust Reinforcement Learning,2024,10.2514/6.2024-1697,0,proceedings-article,reinforcement learning economic policy
crossref,https://doi.org/10.3390/electronics12010071,High-Level Sensor Models for the Reinforcement Learning Driving Policy Training,2022,10.3390/electronics12010071,1,journal-article,reinforcement learning economic policy
crossref,https://doi.org/10.2139/ssrn.6360425,Stabilizing Policy Convergence in 3D Container Loading: A Comparative Study of Classical and Quantum-Enhanced Reinforcement Learning,2026,10.2139/ssrn.6360425,0,posted-content,reinforcement learning economic policy
crossref,https://doi.org/10.2139/ssrn.5296459,A Multi-Agent Reinforcement Learning Architecture for the Melioration of Financial Estimations via Independent Proximal Policy Optimization,2025,10.2139/ssrn.5296459,0,posted-content,reinforcement learning economic policy
crossref,https://doi.org/10.2514/6.2008-7281,Reinforcement Learning of a Morphing Airfoil-Policy and Discrete Learning Analysis,2008,10.2514/6.2008-7281,3,proceedings-article,reinforcement learning economic policy
crossref,https://doi.org/10.1109/hpec67600.2025.11196707,Adaptive Policy Synchronization for Scalable Reinforcement Learning,2025,10.1109/hpec67600.2025.11196707,0,proceedings-article,reinforcement learning economic policy
crossref,https://doi.org/10.52202/068431-0231,Online Reinforcement Learning for Mixed Policy Scopes,2022,10.52202/068431-0231,0,proceedings-article,reinforcement learning economic policy
crossref,https://doi.org/10.2139/ssrn.3637255,Reinforcement Machine Learning Robots with the Reset Policy and Leptokurtic Noise,2017,10.2139/ssrn.3637255,0,journal-article,reinforcement learning economic policy
crossref,https://doi.org/10.31234/osf.io/ew58m,Value-free reinforcement learning: Policy optimization as a minimal model of operant behavior,2021,10.31234/osf.io/ew58m,5,posted-content,reinforcement learning economic policy
crossref,https://doi.org/10.1109/ijcnn.2019.8851905,Learning Distributed Coordinated Policy in Catching Game with Multi-Agent Reinforcement Learning,2019,10.1109/ijcnn.2019.8851905,1,proceedings-article,reinforcement learning economic policy
crossref,https://doi.org/10.2139/ssrn.5159367,Pebsi: Policy-Efficient Branching Variable Selection Via Reinforcement Learning,2025,10.2139/ssrn.5159367,0,posted-content,reinforcement learning economic policy
crossref,https://doi.org/10.1016/j.jedc.2026.105355,Gradient-based reinforcement learning for dynamic quantile models,2026,10.1016/j.jedc.2026.105355,2,journal-article,reinforcement learning economic policy
crossref,https://doi.org/10.1257/pol.20210221,Market Power and Price Exposure: Learning from Changes in Renewable Energy Regulation,2023,10.1257/pol.20210221,14,journal-article,reinforcement learning economic policy
crossref,https://doi.org/10.1016/j.euroecorev.2018.01.009,Observational and reinforcement pattern-learning: An exploratory study,2018,10.1016/j.euroecorev.2018.01.009,6,journal-article,reinforcement learning economic policy
